abbreviatedAddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotSize,daysOnZillow,Date_sold,price,zestimate,rentZestimate,propertyTaxRate,taxAssessedValue,taxAssessedYear
11520 Salmonberry Dr,Oregon City,97045,45.32688141,-122.6312332,2,3,14810,145,3/3/2021,540000,590300,2564,1.08,345801,2020
11277 SW 91st Ct,Tigard,97223,45.43874741,-122.7708969,3,3,7840,138,3/3/2021,500000,535400,2580,1.13,422200,2019
404 N Lotus Isle Dr,Portland,97217,45.6064949,-122.6719055,3,3,7405,142,3/3/2021,675000,712900,2795,1.12,655820,2020
5521 SE 80th Ave,Beaverton,97123,45.47992706,-122.8988342,3,3,1742,140,3/3/2021,366900,392700,2394,1.13,103610,2019
2571 SE Singing Woods Dr,Hillsboro,97123,45.4930191,-122.9556732,4,4,10454,140,3/3/2021,530000,559000,2445,1.13,409760,2019
1661 Woodland Ter,Lake Oswego,97034,45.40629578,-122.6937103,3,3,9583,145,3/3/2021,801000,875500,2808,1.08,649104,2020
18585 Aladdin Way,Oregon City,97045,45.33625793,-122.6109695,3,3,6969,145,3/3/2021,550000,601200,3121,1.08,495148,2020
16732 SE Hagen Rd,Happy Valley,97086,45.4389534,-122.491188,3,4,17424,145,3/3/2021,617500,675000,3399,1.08,568680,2020
9894 SE Westview Ct,Happy Valley,97086,45.45052719,-122.5575256,5,4,10454,145,3/3/2021,649000,710400,3458,1.08,550418,2020
4429 SE Powell Valley Rd,Gresham,97080,45.49105453,-122.3877335,3,3,7405,141,3/3/2021,405000,427400,2370,1.12,340290,2020
755 SE 78th Ave,Hillsboro,97123,45.51417923,-122.9010315,3,4,6969,141,3/1/2021,620000,664200,3234,1.13,560920,2019
1342 SE Flavel St,Portland,97202,45.47060013,-122.6520691,3,5,5227,143,3/1/2021,950000,1003000,4020,1.12,739070,2020
5815 NE 33rd Ave,Portland,97211,45.56474304,-122.6309662,2,3,5000,147,3/1/2021,500000,533000,2988,1.12,504590,2020
8654 SE 155th Ave,Happy Valley,97086,45.46006012,-122.5034943,2,3,13939,147,3/1/2021,440000,481500,2197,1.08,366885,2020
5224 SE 46th Ave,Portland,97206,45.48529053,-122.6151505,3,3,2613,146,3/1/2021,600000,639300,2965,1.12,467880,2020
15400 SW Deline St,Beaverton,97007,45.4796524,-122.835434,2,3,7840,140,3/1/2021,470000,503800,2495,1.13,346960,2019
11254 SE Falco St,Happy Valley,97086,45.44131088,-122.5597458,3,3,3049,146,3/1/2021,422000,461600,3280,1.08,441747,2020
2005 NE Prescott St,Portland,97211,45.55562973,-122.6445694,4,6,8712,144,3/1/2021,1075000,1135400,4552,1.12,888460,2020
9536 SE Plover Dr,Happy Valley,97086,45.4536972,-122.5182648,3,4,6969,147,3/1/2021,590000,634500,3399,1.08,414505,2020
15579 NW Westbrook Way,Portland,97229,45.56224823,-122.8351974,3,4,6969,144,3/1/2021,725000,777100,2895,1.13,596470,2019
14724 SW 148th Ter,Tigard,97224,45.41330719,-122.8290634,3,5,5662,140,3/1/2021,685000,734200,3062,1.13,569940,2019
3615 SE 63rd Ave,Portland,97206,45.49614334,-122.5986557,1,2,3920,146,3/1/2021,500000,532800,2326,1.12,350740,2020
130 N Emerson St,Portland,97217,45.56145859,-122.6681671,3,3,1306,146,3/1/2021,639000,680900,2996,1.12,667270,2020
13845 NW Gargany St,Portland,97229,45.56292725,-122.8193436,3,4,4356,144,3/1/2021,860000,921400,3791,1.12,762210,2019
9519 SE Nicholas Dr,Happy Valley,97086,45.45413589,-122.5087814,3,4,8244,147,3/1/2021,750000,820800,3176,1.08,723345,2020
714 NE 61st Ct,Hillsboro,97124,45.52812958,-122.91745,3,3,2613,141,3/1/2021,474900,508700,2095,1.13,428300,2019
4158 SE Spring St,Hillsboro,97123,45.51358414,-122.9396744,2,3,6969,141,3/1/2021,440000,471400,1999,1.13,318990,2019
2767 SE Player Ct,Hillsboro,97123,45.49977112,-122.9107971,3,2,871,141,3/1/2021,331500,355100,1950,1.13,280110,2019
6215 SE Green St,Hillsboro,97123,45.51073837,-122.9178391,3,4,6969,141,3/1/2021,516000,552800,2394,1.13,389690,2019
2026 SE Village Ct,Hillsboro,97123,45.50453568,-122.9031219,2,3,7405,142,3/1/2021,417000,447000,2150,1.13,372730,2019
6329 SE Genrosa St,Hillsboro,97123,45.49358368,-122.9162979,3,3,6534,142,3/1/2021,625000,669600,2598,1.13,193140,2019
1912 SE Centurion Way,Gresham,97080,45.48305893,-122.394104,2,3,4405,142,3/1/2021,400000,427200,2300,1.12,322090,2020
3909 NE Jackson School Rd,Hillsboro,97124,45.54847717,-122.9815216,4,4,27442,141,3/1/2021,950000,1017700,4186,1.13,709160,2019
1083 SE 8th Ave,Hillsboro,97123,45.50976944,-122.9777679,3,4,4791,141,3/1/2021,562000,601800,2495,1.13,493110,2019
7135 N Fenwick Ave,Portland,97217,45.57489777,-122.6855621,4,4,4791,144,3/1/2021,835000,881900,3027,1.12,755900,2020
2503 NE Killingsworth St,Portland,97211,45.56291199,-122.6400604,4,4,2613,144,3/1/2021,675000,712900,2995,1.12,560830,2020
5523 N Atlantic Ave UNIT A,Portland,97217,45.56314468,-122.696846,4,4,4791,143,3/1/2021,940000,992400,3978,1.12,808380,2020
5024 NE 30th Ave,Portland,97211,45.55949783,-122.6345673,3,4,6534,143,3/1/2021,759000,886500,3702,1.12,844760,2020
9021 NW Bartholomew Dr,Portland,97229,45.53874207,-122.770401,4,4,9583,144,3/1/2021,1000000,1056200,4234,1.12,746390,2020
12526 S Casto Rd,Oregon City,97045,45.26320648,-122.6118774,2,3,213444,147,3/1/2021,649000,710300,2285,1.08,681207,2020
725 SW 6th Ct,Portland,97219,45.4549942,-122.6867523,2,3,5227,146,3/1/2021,535000,528200,2295,1.12,385180,2020
10823 NW Ridge Rd,Portland,97229,45.54236603,-122.7880249,3,4,7405,144,3/1/2021,909500,974500,4009,1.13,272020,2019
391 NE Lenox St,Hillsboro,97124,45.54637527,-122.9873047,3,3,7840,142,3/1/2021,525000,562700,2667,1.13,454880,2019
13292 SW Nicole Ln,Tigard,97224,45.41363907,-122.8137131,3,4,5227,140,3/1/2021,668000,716000,3379,1.13,500190,2019
5601 SW Remington Dr,Beaverton,97007,45.47893906,-122.8585434,3,3,2178,140,3/1/2021,440000,471600,2295,1.13,358920,2019
9851 SE 36th Ave,Milwaukie,97222,45.45174789,-122.6261673,2,3,6969,147,3/1/2021,495000,549500,2594,1.08,424151,2020
17818 S Harding Rd,Oregon City,97045,45.34993744,-122.4182434,3,5,61855,147,3/1/2021,540000,590300,3268,1.08,716718,2020
2780 Arbor Dr,West Linn,97068,45.39572144,-122.6482315,2,2,11761,147,3/1/2021,447225,489500,2499,1.08,378934,2020
11698 SE 31st Ave,Milwaukie,97222,45.43870163,-122.6304855,2,3,5662,147,3/1/2021,400000,437800,1935,1.08,391586,2020
1751 Britton St,West Linn,97068,45.34450531,-122.6603317,1,2,10893,147,3/1/2021,200000,448800,2250,1.08,347573,2020
9508 SE 77th Ave,Milwaukie,97222,45.45401382,-122.5841217,1,2,4791,147,3/1/2021,315000,360800,1795,1.08,263294,2020
3484 SW Wonderview Ave,Gresham,97080,45.47187424,-122.453064,3,4,6098,143,3/1/2021,510000,538700,2250,1.12,417250,2020
307 Northshore Rd,Lake Oswego,97034,45.41418076,-122.6673355,4,3,6534,147,3/1/2021,2585000,2829100,11332,1.08,2027777,2020
2613 SE 71st Ave,Portland,97206,45.50370407,-122.590126,2,4,4791,143,3/1/2021,655000,700700,2534,1.12,544940,2020
1015 Andrews Rd,Lake Oswego,97034,45.42591858,-122.6747894,3,4,8712,147,3/1/2021,1480500,1620300,6490,1.08,1025884,2020
1635 N Watts St,Portland,97217,45.58118439,-122.6837387,1,2,4791,147,3/1/2021,485000,517000,2250,1.12,405770,2020
3620 N Alaska St,Portland,97217,45.58689117,-122.7040176,3,5,13503,147,3/1/2021,550000,586300,2486,1.12,502730,2020
3132 Meadowlark Dr,West Linn,97068,45.36619949,-122.643631,3,4,6969,147,3/1/2021,975000,1067100,4055,1.08,839507,2020
4613 NE 19th Ave,Portland,97211,45.55661774,-122.6461258,1,3,3400,149,3/1/2021,135000,523600,1995,1.12,398800,2020
7019 SE Sherrett St,Portland,97206,45.46254349,-122.591568,3,4,6969,146,3/1/2021,500000,532800,2734,1.12,478160,2020
312 9th St,Lake Oswego,97034,45.41932297,-122.6747284,3,3,6534,146,3/1/2021,1350000,1476500,5914,1.08,1182484,2020
13212 SW 61st Ave,Portland,97219,45.43021393,-122.7388458,2,3,8276,146,3/1/2021,605000,688300,2932,1.08,465493,2020
20566 S Adams Vista Ct,Oregon City,97045,45.30537796,-122.5072632,4,4,149846,146,3/1/2021,925000,1011700,4934,1.08,841257,2020
2315 College Hill Pl,West Linn,97068,45.39544296,-122.6538696,3,3,10018,147,3/1/2021,565000,618300,3068,1.08,425944,2020
31616 SE Pipeline Rd,Gresham,97080,45.48281097,-122.3366623,3,4,90604,142,3/1/2021,668000,705200,2495,1.12,609010,2020
4272 SW Battaglia Pl,Gresham,97080,45.46725464,-122.4583359,3,3,5938,143,3/1/2021,480000,507000,2428,1.12,440070,2020
1534 SE Rex St,Portland,97202,45.46990967,-122.6501083,1,3,5000,147,3/1/2021,637250,679300,2781,1.12,546760,2020
13144 Clairmont Way,Oregon City,97045,45.32673264,-122.5968246,2,4,6969,146,3/1/2021,485000,530800,2452,1.08,339669,2020
17596 Green Bluff Dr,Lake Oswego,97034,45.39786148,-122.6589661,3,4,16117,147,3/1/2021,960000,1050600,2666,1.08,1412018,2020
1216 Spruce St,Lake Oswego,97034,45.40586853,-122.6724625,3,3,5000,147,3/1/2021,820000,897400,2699,1.08,190507,2020
204 Jefferson St,Oregon City,97045,45.35168076,-122.60672,2,3,14810,146,3/1/2021,650000,710900,2870,1.08,504467,2020
7948 N Washburne Ave,Portland,97217,45.58132553,-122.7050629,2,4,8276,146,3/1/2021,535000,570100,2791,1.12,515640,2020
12302 SE 70th Ave,Portland,97222,45.43437958,-122.5907745,3,4,6969,150,2/26/2021,485000,529100,2264,1.08,395072,2020
4046 SE Llewellyn St,Portland,97222,45.44712448,-122.6210632,1,3,7405,150,2/26/2021,426000,467200,2322,1.08,292339,2020
3549 SE Atherton Ave,Gresham,97080,45.47195816,-122.4157104,3,4,9583,146,2/26/2021,659900,697800,1750,1.12,554060,2020
12704 SE 25th Ave,Milwaukie,97222,45.43086243,-122.6377563,1,2,5000,150,2/26/2021,315672,346200,1808,1.08,196708,2020
1819 SE Littlegem St,Hillsboro,97123,45.49458313,-122.9650421,3,3,3049,145,2/26/2021,425000,456300,2100,1.13,345210,2019
1318 SE Courtney Ave,Milwaukie,97222,45.42232513,-122.6485977,2,3,6098,150,2/26/2021,409595,449200,1884,1.08,302370,2020
10712 SE Stanley Ave,Milwaukie,97222,45.44539642,-122.6032639,2,3,17859,150,2/26/2021,453200,497000,2070,1.08,350518,2020
917 5th St,Oregon City,97045,45.35345078,-122.6032257,1,2,3484,150,2/26/2021,300000,329000,1743,1.08,275996,2020
19921 Beavercreek Rd,Oregon City,97045,45.3183403,-122.5573807,2,3,27442,150,2/26/2021,475000,520900,2364,1.08,435661,2020
4279 SW Eastwood Ave,Gresham,97080,45.46726608,-122.4620667,3,4,4791,146,2/26/2021,530000,561000,2150,1.12,455580,2020
2867 SE Brookwood Ave,Hillsboro,97123,45.49903107,-122.9310684,3,4,2613,145,2/26/2021,425000,456100,2364,1.13,155020,2019
12625 Swallowtail Pl,Oregon City,97045,45.33328629,-122.6086502,3,3,4356,150,2/26/2021,430000,471500,2669,1.08,367941,2020
15157 S Burkstrom Rd,Oregon City,97045,45.38776016,-122.5231552,3,4,39639,150,2/26/2021,690000,756700,3268,1.08,503359,2020
4256 SE Russell St,Hillsboro,97123,45.51890182,-122.9384918,3,3,2178,145,2/26/2021,410000,440200,1995,1.13,326480,2019
3689 SW 31st St,Gresham,97080,45.47463989,-122.4695892,3,4,5227,146,2/26/2021,620000,655700,3294,1.12,508140,2020
486 NE 60th Ave,Hillsboro,97124,45.52647018,-122.9196777,3,4,2613,145,2/26/2021,525000,563700,2432,1.13,422190,2019
14320 SE Lyon Crest St,Happy Valley,97086,45.43048859,-122.5161896,4,6,8712,150,2/26/2021,595000,652500,3357,1.08,610951,2020
1630 SW Lillyben Ave,Gresham,97080,45.4853363,-122.4558792,2,3,6969,146,2/26/2021,395000,417700,1990,1.12,303750,2020
1324 SE Rex St,Portland,97202,45.46988297,-122.6523972,3,3,4356,147,2/26/2021,660000,698000,2895,1.12,587290,2020
7607 SE Schiller St,Portland,97206,45.48828506,-122.5849838,1,2,3920,151,2/26/2021,365000,390900,1996,1.12,305530,2020
2425 SW Orchard Ave,Gresham,97080,45.47989655,-122.4503098,2,3,8276,146,2/26/2021,448000,473800,2314,1.12,345730,2020
9272 SW 7th Ave,Portland,97219,45.45768738,-122.6857376,2,3,4791,147,2/26/2021,710000,750800,2849,1.12,413980,2020
2878 NE Aurora Dr,Hillsboro,97124,45.54533386,-122.986557,3,4,8712,145,2/26/2021,629000,675300,2949,1.13,511070,2019
1623 NW 7th Ave,Hillsboro,97124,45.53676605,-122.9969406,3,4,5662,145,2/26/2021,550000,590500,2923,1.13,435100,2019
2525 NE Charlois Dr,Hillsboro,97124,45.54338455,-122.9751663,3,4,6534,145,2/26/2021,601000,645300,2865,1.13,514770,2019
410 NE Evergreen Rd,Hillsboro,97124,45.54947662,-122.9854889,2,4,27007,145,2/26/2021,660000,708600,2926,1.13,532080,2019
222 NE Donelson St,Hillsboro,97124,45.52928925,-122.9874725,2,3,7405,145,2/26/2021,496000,532500,2227,1.13,425300,2019
1156 Cherry Ln,Lake Oswego,97034,45.40258026,-122.6647644,4,5,21780,150,2/26/2021,1175000,1288500,5160,1.08,1231804,2020
3647 SE Tolman St,Portland,97202,45.47726059,-122.6255264,1,3,5000,150,2/26/2021,500000,748900,2629,1.12,650030,2020
9725 SW 170th Ave,Beaverton,97007,45.44965744,-122.8520737,3,4,20908,143,2/26/2021,750000,805200,3311,1.13,626550,2019
7381 SW 180th Ter,Beaverton,97007,45.46589279,-122.8619537,3,5,5227,143,2/26/2021,555000,595900,2781,1.13,464820,2019
8070 SW 191st Ave,Aloha,97007,45.46147156,-122.8729477,4,4,11761,143,2/26/2021,665000,714000,3676,1.13,547380,2019
8166 SW 186th Ave,Beaverton,97007,45.4608078,-122.867897,3,3,7405,143,2/26/2021,645000,692500,2995,1.13,520800,2019
4304 SE Fieldcrest Dr,Milwaukie,97222,45.45482635,-122.6183472,2,4,10018,150,2/26/2021,490000,537700,2234,1.08,392242,2020
15818 SW Sundew Dr,Portland,97223,45.42205048,-122.8382721,3,3,4791,143,2/26/2021,425000,456300,2496,1.13,405220,2019
13640 SW 124th Ave,Tigard,97223,45.42134094,-122.8047791,3,5,6098,143,2/26/2021,700000,751600,3346,1.13,547150,2019
14399 SW Aynsley Way,Tigard,97224,45.40684891,-122.8256149,3,5,7840,143,2/26/2021,569900,611900,3464,1.13,488960,2019
8240 SW Norfolk Ln,Tigard,97224,45.40982819,-122.7616959,3,5,4791,143,2/26/2021,650000,697600,3266,1.13,584700,2019
19650 Suncrest Dr,West Linn,97068,45.38325882,-122.6561279,3,4,7840,150,2/26/2021,871871,1015500,3967,1.08,791417,2020
4140 Sussex St,West Linn,97068,45.3570137,-122.6314545,2,6,15245,150,2/26/2021,475000,520900,2295,1.08,455368,2020
5705 SE Bush St,Portland,97206,45.49560547,-122.6043625,1,4,5227,150,2/26/2021,552000,589200,2727,1.12,432560,2020
18000 SW Finnigan Hill Rd,Hillsboro,97123,45.39004135,-122.9987335,4,3,887317,145,2/26/2021,895000,960500,3952,1.13,702620,2019
5425 Summit St,West Linn,97068,45.37177658,-122.6311111,4,4,14374,150,2/26/2021,818520,897600,3967,1.08,872815,2020
4102 SE Wynnwood Dr,Hillsboro,97123,45.49764633,-122.9410324,2,3,3920,145,2/26/2021,328000,352200,1995,1.13,280890,2019
3745 SE 10th Ave,Portland,97202,45.49566269,-122.6561356,3,4,5227,147,2/26/2021,745000,787800,2995,1.12,555760,2020
10602 SE Mirandol St,Happy Valley,97086,45.44616318,-122.5484695,3,5,10890,150,2/26/2021,803000,880600,3150,1.08,636931,2020
2056 SE 32nd Ave,Hillsboro,97123,45.50427628,-122.9487991,2,4,43204,145,2/26/2021,430000,461700,2295,1.13,438050,2019
6332 NE 36th Ave,Portland,97211,45.56888199,-122.6262665,2,4,6098,150,2/26/2021,600000,640500,2725,1.12,543030,2020
19040 S Rose Rd,Oregon City,97045,45.33088684,-122.6294708,2,4,40510,150,2/26/2021,554160,607700,2395,1.08,406737,2020
10396 SE Hillside Ct,Happy Valley,97086,45.44784927,-122.545105,4,4,20037,150,2/26/2021,1200000,1315900,5270,1.08,1099450,2020
6270 NW Oats Ter,Portland,97229,45.56505585,-122.8416138,3,5,8276,150,2/26/2021,617500,669300,2462,1.13,494160,2019
10387 SE Crescent Ridge Dr,Happy Valley,97086,45.4563942,-122.5532837,5,4,13503,150,2/26/2021,960000,1052700,2762,1.08,1161128,2020
728 NE Killingsworth Ct,Portland,97211,45.56212616,-122.6582413,1,2,2613,150,2/26/2021,540000,576400,1995,1.12,415860,2020
4325 NE 35th Ave,Portland,97211,45.55410004,-122.628952,1,2,4791,150,2/26/2021,500000,533700,2200,1.12,458700,2020
2539 N Arlington Pl,Portland,97217,45.58327866,-122.6930389,3,4,4791,150,2/26/2021,530000,565800,2394,1.12,420410,2020
16552 Apperson Blvd,Oregon City,97045,45.36639786,-122.5831604,3,3,6098,150,2/26/2021,466000,511000,2895,1.08,408375,2020
13384 NW Yvonne Ln,Portland,97229,45.5474205,-122.8146744,3,4,6534,147,2/26/2021,720000,773000,2894,1.13,575510,2019
7044 N Kerby Ave,Portland,97217,45.57407761,-122.6724854,1,2,4000,152,2/26/2021,250000,508900,1895,1.12,407230,2020
3774 NW Devoto Ln,Portland,97229,45.55147934,-122.7722931,3,3,9583,147,2/26/2021,848900,897700,3441,1.12,741590,2020
9272 NW Murlea Ln,Portland,97229,45.5211792,-122.7724991,4,4,6534,147,2/26/2021,712500,765000,3432,1.13,643310,2019
3308 NW 147th Pl,Portland,97229,45.54364014,-122.8285828,3,4,6098,147,2/26/2021,812500,872000,3587,1.13,87340,2019
3404 N Terry St,Portland,97217,45.57964706,-122.7021027,4,4,6969,147,2/26/2021,760000,803700,3024,1.12,450770,2020
8210 NW Ridgetop Ct,Portland,97229,45.54365158,-122.7611465,3,4,17077,147,2/26/2021,920000,972900,3900,1.12,850260,2020
1630 NW Barnsley Ct,Portland,97229,45.53497696,-122.76651,3,3,8276,147,2/26/2021,675000,713800,2895,1.12,601730,2020
8014 NW Hawkins Blvd,Portland,97229,45.53334427,-122.7593307,3,4,10890,147,2/26/2021,930000,983500,3943,1.12,889440,2020
3393 SW 32nd Ct,Gresham,97080,45.47400284,-122.466217,3,3,7405,146,2/26/2021,479900,507500,2495,1.12,364380,2020
3536 SW 25th St,Gresham,97080,45.4785881,-122.4681549,3,3,4791,146,2/26/2021,435000,460000,2281,1.12,287380,2020
16715 SW King Charles Ave,King City,97224,45.39894867,-122.8042755,1,2,3920,143,2/26/2021,340000,365000,1434,1.13,261230,2019
12250 SW Versailles Rd,King City,97224,45.39542007,-122.8030472,3,3,1742,143,2/26/2021,375000,402500,2195,1.13,317450,2019
3326 NE Liberty St,Portland,97211,45.57048798,-122.6300354,2,4,5227,150,2/26/2021,508000,542300,1995,1.12,336790,2020
4828 NE 25th Ave,Portland,97211,45.55812454,-122.6396332,3,3,3920,147,2/26/2021,915000,967600,3710,1.12,745450,2020
6311 SW Canby St,Portland,97219,45.46960449,-122.7422256,2,3,5227,150,2/26/2021,573000,611700,3351,1.12,544920,2020
3620 SW Nevada Ct,Portland,97219,45.47231674,-122.7146835,3,3,10018,147,2/26/2021,876000,926400,3713,1.12,653540,2020
1993 NE Harewood Pl,Hillsboro,97124,45.53946304,-122.978714,2,2,4791,145,2/26/2021,402000,431600,1980,1.13,369100,2019
5912 N Mississippi Ave #A,Portland,97217,45.56581879,-122.6756363,3,4,4791,147,2/26/2021,850000,898900,3446,1.12,623360,2020
5800 SE Morris St,Portland,97206,45.45657349,-122.604332,2,3,9583,150,2/26/2021,554000,607500,2627,1.08,509882,2020
10531 SW 30th Ave,Portland,97219,45.44950104,-122.7079697,4,3,9583,147,2/26/2021,782500,827500,3103,1.12,601680,2020
1508 NE Skidmore St,Portland,97211,45.55421448,-122.6501236,4,3,3049,147,2/26/2021,727000,768800,3234,1.12,731370,2020
2155 Alpine Dr,West Linn,97068,45.35744476,-122.6540451,3,4,9147,150,2/26/2021,725000,795000,3295,1.08,610292,2020
13370 SE Meadowpark Dr,Happy Valley,97086,45.45175171,-122.5256958,3,4,6969,150,2/26/2021,600000,658000,3313,1.08,375399,2020
7136 N Fenwick Ave,Portland,97217,45.57489777,-122.6849365,3,4,4791,150,2/26/2021,610000,651200,2598,1.12,480560,2020
19186 Beavercreek Rd,Oregon City,97045,45.32888794,-122.5683823,1,2,32234,150,2/26/2021,360000,470100,1680,1.08,360440,2020
525 NE Humboldt St,Portland,97211,45.55810165,-122.6603241,4,3,2613,147,2/26/2021,750000,793100,3043,1.12,239500,2020
2304 N Sumner St,Portland,97217,45.56031418,-122.6910248,2,3,4791,150,2/26/2021,631000,673600,2327,1.12,526680,2020
9622 SW 48th Ave,Portland,97219,45.45563126,-122.7260132,4,3,3484,150,2/26/2021,613000,654400,2997,1.12,554720,2020
16209 Wright Flyer Ln,Oregon City,97045,45.37379837,-122.5538177,4,4,10000,151,2/24/2021,35000,893000,3863,1.08,722001,2020
13225 SW Village Glenn Cir,Tigard,97223,45.42355728,-122.7747345,3,3,10890,144,2/24/2021,605000,649900,2428,1.13,406290,2019
11330 SW 90th Ave,Tigard,97223,45.43802261,-122.7689056,1,4,22651,144,2/24/2021,250000,544600,2849,1.13,387690,2019
20173 S Olympic Ct,Oregon City,97045,45.31409454,-122.5192413,3,4,58535,151,2/24/2021,828500,909100,3835,1.08,781329,2020
11400 SW 90th Ave,Tigard,97223,45.43766022,-122.7688293,5,6,27007,144,2/24/2021,550000,590800,2400,1.13,504080,2019
13640 SW Wrightwood Ct,Tigard,97224,45.40663147,-122.8173828,3,3,3920,144,2/24/2021,505000,542500,2114,1.13,408900,2019
11967 SW 125th Ct,Tigard,97223,45.43335342,-122.8059921,3,4,7405,144,2/24/2021,565000,607000,2575,1.13,458850,2019
3588 SE Brooklyn St,Portland,97202,45.50100327,-122.6266327,2,4,4791,148,2/24/2021,675000,714100,2966,1.12,504900,2020
206 Eluria St,Oregon City,97045,45.35048294,-122.5932541,3,5,9147,151,2/24/2021,449000,492700,2949,1.08,443665,2020
17808 SW Ivy Glenn Dr,Beaverton,97007,45.47328186,-122.860199,1,3,6969,144,2/24/2021,385000,413600,1895,1.13,318450,2019
2715 N Emerson St,Portland,97217,45.56148911,-122.694519,3,3,8712,120,2/24/2021,725000,757600,2895,1.12,710990,2020
2934 SE Francis St,Portland,97202,45.49456406,-122.6348267,1,3,3484,151,2/24/2021,525000,560700,2781,1.12,416120,2020
2435 Willamette Falls Dr,West Linn,97068,45.34667587,-122.6454468,1,3,5662,151,2/24/2021,385000,422500,1821,1.08,329125,2020
1605 SE Malden St,Portland,97202,45.46957016,-122.6496735,2,4,2613,151,2/24/2021,600000,640800,2697,1.12,519000,2020
2120 Glenmorrie Dr,Lake Oswego,97034,45.40100479,-122.6584549,4,4,16988,151,2/24/2021,1298000,1424300,5705,1.08,1258728,2020
2519 NW Marsden Pl,Portland,97229,45.5407486,-122.777832,3,3,6098,148,2/24/2021,810000,856900,2508,1.12,683510,2020
2690 NW 126th Ave,Portland,97229,45.53948593,-122.8057938,4,4,10018,148,2/24/2021,890000,956100,3931,1.13,835920,2019
11390 NW Valros Ln,Portland,97229,45.5318985,-122.7935715,3,4,6969,148,2/24/2021,740000,794900,3494,1.13,710990,2019
3536 NW 112th Pl,Portland,97229,45.54508972,-122.7919464,3,4,5227,148,2/24/2021,755000,811100,3335,1.13,628160,2019
5392 NW 133rd Ave,Portland,97229,45.55838776,-122.8136368,3,6,6098,148,2/24/2021,921000,989400,4068,1.13,843870,2019
13864 S Clackamas River Dr,Oregon City,97045,45.38473511,-122.568161,4,5,280090,151,2/24/2021,1060000,1123200,4483,1.08,908973,2020
1343 SE Duke Dr,Hillsboro,97123,45.50568771,-122.9720459,2,3,6534,146,2/24/2021,411812,442400,1995,1.13,298610,2019
17095 Westview Dr,Lake Oswego,97034,45.40197754,-122.7083664,3,4,28749,151,2/24/2021,575000,1454400,5360,1.08,1087382,2020
14650 SW Redbud Way,Beaverton,97007,45.48257065,-122.8274078,3,2,3049,144,2/24/2021,344500,370100,2070,1.13,284170,2019
8416 SE Garden Ln,Happy Valley,97086,45.45914078,-122.5760956,1,2,6098,151,2/24/2021,325000,356600,1695,1.08,261293,2020
2224 Long St,West Linn,97068,45.35891724,-122.625351,2,3,4791,151,2/24/2021,491000,538800,2600,1.08,390836,2020
5805 SE Liebe St,Portland,97206,45.48745346,-122.6038361,3,3,4356,151,2/24/2021,647500,691500,2695,1.12,525940,2020
9722 SW Quail Post Rd,Portland,97219,45.45449066,-122.7031631,3,3,4791,151,2/24/2021,500000,642600,2999,1.12,406960,2020
575 SW 6th St,Gresham,97080,45.49448395,-122.4378433,2,3,8712,147,2/24/2021,385000,407300,2100,1.12,313600,2020
2055 SE Centurion Way,Gresham,97080,45.48290634,-122.3948517,3,4,6534,147,2/24/2021,466000,493000,2449,1.12,374630,2020
14490 S Kelmsley Dr,Oregon City,97045,45.30421829,-122.5692139,3,3,73616,151,2/24/2021,655000,718800,3297,1.08,611155,2020
6433 SE 66th Ave,Portland,97206,45.47624588,-122.5961533,1,3,5000,153,2/24/2021,370000,396400,2256,1.12,331590,2020
3097 Dillon Ln,West Linn,97068,45.36567688,-122.6428146,3,4,7405,151,2/24/2021,790000,866900,4337,1.08,861544,2020
33110 SE Carpenter Ln,Gresham,97080,45.46622086,-122.3221741,1,3,81457,147,2/24/2021,360000,380900,2295,1.12,410760,2020
9050 SW Omara St,Tigard,97223,45.42171097,-122.7701187,2,3,23522,144,2/24/2021,565000,607000,2524,1.13,428520,2019
5730 SE 77th Ave,Portland,97206,45.48119736,-122.5839081,1,2,5000,153,2/24/2021,117525,472700,1996,1.12,362000,2020
2885 SW Schaeffer Rd,West Linn,97068,45.35134506,-122.7055588,5,4,200375,151,2/24/2021,1220000,1749000,7042,1.08,1209386,2020
452 SW Alderwood Dr,West Linn,97068,45.3507843,-122.6798553,3,4,39980,151,2/24/2021,858000,941500,3032,1.08,668310,2020
8100 SW 147th Ter,Beaverton,97007,45.4612999,-122.8277359,3,4,6969,144,2/24/2021,650000,698300,3135,1.13,558570,2019
1131 NE Emerson St,Portland,97211,45.5619812,-122.6533356,2,2,1306,153,2/24/2021,362000,387900,1895,1.12,341330,2020
6717 N Montana Ave,Portland,97217,45.57154846,-122.6801376,3,4,3484,151,2/24/2021,495000,528600,2394,1.12,446730,2020
16289 SW 129th Ter,Tigard,97224,45.40203857,-122.8099899,2,2,4791,145,2/23/2021,465000,499800,2181,1.13,367960,2019
4921 SE Welch Rd,Gresham,97080,45.47607803,-122.3825378,1,2,14810,148,2/23/2021,402000,425500,1965,1.12,307900,2020
13872 SW 159th Ter,Tigard,97223,45.41966629,-122.8400497,3,4,6534,145,2/23/2021,611000,656700,3139,1.13,489960,2019
2629 N Terry St,Portland,97217,45.5800705,-122.6941299,1,1,5000,154,2/23/2021,307000,329100,1599,1.12,352450,2020
9390 SW Julia Pl,Tigard,97224,45.40233231,-122.7746964,2,3,5227,146,2/23/2021,375000,403300,1950,1.13,341460,2019
